,file_number,direction,action,action_date,person_id,person_name,OfficeRecordFullName,District,vote_value,voted_yes,voted_no,aligned
0,Int 0047-2024,pro_vendor,Approved by Council,2025-06-30 13:30:00,7801,Christopher Marte,Christopher Marte,1,Affirmative,True,False,True
1,Int 0047-2024,pro_vendor,Approved by Council,2025-06-30 13:30:00,7740,Carlina Rivera ,Carlina Rivera ,2,Affirmative,True,False,True
2,Int 0047-2024,pro_vendor,Approved by Council,2025-06-30 13:30:00,7802,Erik D. Bottcher,Erik D. Bottcher,3,Affirmative,True,False,True
3,Int 0047-2024,pro_vendor,Approved by Council,2025-06-30 13:30:00,7741,Keith Powers ,Keith Powers ,4,Affirmative,True,False,True
4,Int 0047-2024,pro_vendor,Approved by Council,2025-06-30 13:30:00,7803,Julie Menin,Julie Menin,5,Affirmative,True,False,True
5,Int 0047-2024,pro_vendor,Approved by Council,2025-06-30 13:30:00,5259,Gale A. Brewer,Gale A. Brewer,6,Affirmative,True,False,True
6,Int 0047-2024,pro_vendor,Approved by Council,2025-06-30 13:30:00,7804,Shaun Abreu,Shaun Abreu,7,Affirmative,True,False,True
7,Int 0047-2024,pro_vendor,Approved by Council,2025-06-30 13:30:00,7742,Diana I. Ayala,Diana I. Ayala,8,Affirmative,True,False,True
8,Int 0047-2024,pro_vendor,Approved by Council,2025-06-30 13:30:00,7866,Yusef Salaam,Yusef Salaam,9,Affirmative,True,False,True
9,Int 0047-2024,pro_vendor,Approved by Council,2025-06-30 13:30:00,7806,Carmen N. De La Rosa,Carmen N. De La Rosa,10,Affirmative,True,False,True
10,Int 0047-2024,pro_vendor,Approved by Council,2025-06-30 13:30:00,7799,Eric Dinowitz,Eric Dinowitz,11,Affirmative,True,False,True
11,Int 0047-2024,pro_vendor,Approved by Council,2025-06-30 13:30:00,7794,Kevin C. Riley,Kevin C. Riley,12,Affirmative,True,False,True
12,Int 0047-2024,pro_vendor,Approved by Council,2025-06-30 13:30:00,7865,Kristy Marmorato,Kristy Marmorato,13,Negative,False,True,False
13,Int 0047-2024,pro_vendor,Approved by Council,2025-06-30 13:30:00,7808,Pierina Ana Sanchez,Pierina Ana Sanchez,14,Affirmative,True,False,True
14,Int 0047-2024,pro_vendor,Approved by Council,2025-06-30 13:30:00,7798,Oswald J. Feliz,Oswald J. Feliz,15,Affirmative,True,False,True
15,Int 0047-2024,pro_vendor,Approved by Council,2025-06-30 13:30:00,7809,Althea V.  Stevens,Althea V.  Stevens,16,Affirmative,True,False,True
16,Int 0047-2024,pro_vendor,Approved by Council,2025-06-30 13:30:00,7714,"Rafael Salamanca, Jr.","Rafael Salamanca, Jr.",17,Affirmative,True,False,True
17,Int 0047-2024,pro_vendor,Approved by Council,2025-06-30 13:30:00,7810,Amanda C. Farías,Amanda C. Farías,18,Affirmative,True,False,True
18,Int 0047-2024,pro_vendor,Approved by Council,2025-06-30 13:30:00,7811,Vickie Paladino,Vickie Paladino,19,Negative,False,True,False
19,Int 0047-2024,pro_vendor,Approved by Council,2025-06-30 13:30:00,7812,Sandra Ung,Sandra Ung,20,Abstain,False,False,False
20,Int 0047-2024,pro_vendor,Approved by Council,2025-06-30 13:30:00,7745,Francisco P. Moya,Francisco P. Moya,21,Abstain,False,False,False
21,Int 0047-2024,pro_vendor,Approved by Council,2025-06-30 13:30:00,7813,Tiffany L. Cabán,Tiffany L. Cabán,22,Affirmative,True,False,True
22,Int 0047-2024,pro_vendor,Approved by Council,2025-06-30 13:30:00,7814,Linda Lee,Linda Lee,23,Affirmative,True,False,True
23,Int 0047-2024,pro_vendor,Approved by Council,2025-06-30 13:30:00,5273,James F. Gennaro,James F. Gennaro,24,Affirmative,True,False,True
24,Int 0047-2024,pro_vendor,Approved by Council,2025-06-30 13:30:00,7815,Shekar Krishnan,Shekar Krishnan,25,Affirmative,True,False,True
25,Int 0047-2024,pro_vendor,Approved by Council,2025-06-30 13:30:00,7816,Julie Won,Julie Won,26,Affirmative,True,False,True
26,Int 0047-2024,pro_vendor,Approved by Council,2025-06-30 13:30:00,7817,Nantasha M. Williams,Nantasha M. Williams,27,Affirmative,True,False,True
27,Int 0047-2024,pro_vendor,Approved by Council,2025-06-30 13:30:00,7739,Adrienne E. Adams,Adrienne E. Adams,28,Affirmative,True,False,True
28,Int 0047-2024,pro_vendor,Approved by Council,2025-06-30 13:30:00,7818,Lynn C. Schulman,Lynn C. Schulman,29,Affirmative,True,False,True
29,Int 0047-2024,pro_vendor,Approved by Council,2025-06-30 13:30:00,7746,Robert F. Holden,Robert F. Holden,30,Negative,False,True,False
30,Int 0047-2024,pro_vendor,Approved by Council,2025-06-30 13:30:00,7796,Selvena N. Brooks-Powers,Selvena N. Brooks-Powers,31,Affirmative,True,False,True
31,Int 0047-2024,pro_vendor,Approved by Council,2025-06-30 13:30:00,7819,Joann Ariola ,Joann Ariola ,32,Negative,False,True,False
32,Int 0047-2024,pro_vendor,Approved by Council,2025-06-30 13:30:00,7820,Lincoln Restler,Lincoln Restler,33,Affirmative,True,False,True
33,Int 0047-2024,pro_vendor,Approved by Council,2025-06-30 13:30:00,7821,Jennifer Gutiérrez,Jennifer Gutiérrez,34,Affirmative,True,False,True
34,Int 0047-2024,pro_vendor,Approved by Council,2025-06-30 13:30:00,7822,Crystal Hudson,Crystal Hudson,35,Affirmative,True,False,True
35,Int 0047-2024,pro_vendor,Approved by Council,2025-06-30 13:30:00,7823,Chi A. Ossé,Chi A. Ossé,36,Affirmative,True,False,True
36,Int 0047-2024,pro_vendor,Approved by Council,2025-06-30 13:30:00,7824,Sandy Nurse,Sandy Nurse,37,Affirmative,True,False,True
37,Int 0047-2024,pro_vendor,Approved by Council,2025-06-30 13:30:00,7825,Alexa Avilés,Alexa Avilés,38,Affirmative,True,False,True
38,Int 0047-2024,pro_vendor,Approved by Council,2025-06-30 13:30:00,7826,Shahana K. Hanif,Shahana K. Hanif,39,Affirmative,True,False,True
39,Int 0047-2024,pro_vendor,Approved by Council,2025-06-30 13:30:00,7827,Rita C. Joseph,Rita C. Joseph,40,Affirmative,True,False,True
40,Int 0047-2024,pro_vendor,Approved by Council,2025-06-30 13:30:00,6272,Darlene Mealy,Darlene Mealy,41,Negative,False,True,False
41,Int 0047-2024,pro_vendor,Approved by Council,2025-06-30 13:30:00,7864,Chris Banks,Chris Banks,42,Affirmative,True,False,True
42,Int 0047-2024,pro_vendor,Approved by Council,2025-06-30 13:30:00,7867,Susan Zhuang,Susan Zhuang,43,Abstain,False,False,False
43,Int 0047-2024,pro_vendor,Approved by Council,2025-06-30 13:30:00,5289,Simcha Felder,Simcha Felder,44,Negative,False,True,False
44,Int 0047-2024,pro_vendor,Approved by Council,2025-06-30 13:30:00,7785,Farah N. Louis,Farah N. Louis,45,Affirmative,True,False,True
45,Int 0047-2024,pro_vendor,Approved by Council,2025-06-30 13:30:00,7829,Mercedes Narcisse,Mercedes Narcisse,46,Affirmative,True,False,True
46,Int 0047-2024,pro_vendor,Approved by Council,2025-06-30 13:30:00,7748,Justin L. Brannan,Justin L. Brannan,47,Affirmative,True,False,True
47,Int 0047-2024,pro_vendor,Approved by Council,2025-06-30 13:30:00,7831,Inna Vernikov,Inna Vernikov,48,Negative,False,True,False
48,Int 0047-2024,pro_vendor,Approved by Council,2025-06-30 13:30:00,7832,Kamillah Hanks,Kamillah Hanks,49,Affirmative,True,False,True
49,Int 0047-2024,pro_vendor,Approved by Council,2025-06-30 13:30:00,7833,David M. Carr,David M. Carr,50,Affirmative,True,False,True
50,Int 0047-2024,pro_vendor,Approved by Council,2025-06-30 13:30:00,7887,Frank Morano,Frank Morano,51,Negative,False,True,False
51,Int 0050-2024,anti_vendor,Approved by Council,2024-02-28 13:30:00,7801,Christopher Marte,Christopher Marte,1,Affirmative,True,False,False
52,Int 0050-2024,anti_vendor,Approved by Council,2024-02-28 13:30:00,7740,Carlina Rivera ,Carlina Rivera ,2,Affirmative,True,False,False
53,Int 0050-2024,anti_vendor,Approved by Council,2024-02-28 13:30:00,7802,Erik D. Bottcher,Erik D. Bottcher,3,Affirmative,True,False,False
54,Int 0050-2024,anti_vendor,Approved by Council,2024-02-28 13:30:00,7741,Keith Powers ,Keith Powers ,4,Affirmative,True,False,False
55,Int 0050-2024,anti_vendor,Approved by Council,2024-02-28 13:30:00,7803,Julie Menin,Julie Menin,5,Affirmative,True,False,False
56,Int 0050-2024,anti_vendor,Approved by Council,2024-02-28 13:30:00,5259,Gale A. Brewer,Gale A. Brewer,6,Affirmative,True,False,False
57,Int 0050-2024,anti_vendor,Approved by Council,2024-02-28 13:30:00,7804,Shaun Abreu,Shaun Abreu,7,Absent,False,False,False
58,Int 0050-2024,anti_vendor,Approved by Council,2024-02-28 13:30:00,7742,Diana I. Ayala,Diana I. Ayala,8,Affirmative,True,False,False
59,Int 0050-2024,anti_vendor,Approved by Council,2024-02-28 13:30:00,7866,Yusef Salaam,Yusef Salaam,9,Affirmative,True,False,False
60,Int 0050-2024,anti_vendor,Approved by Council,2024-02-28 13:30:00,7806,Carmen N. De La Rosa,Carmen N. De La Rosa,10,Affirmative,True,False,False
61,Int 0050-2024,anti_vendor,Approved by Council,2024-02-28 13:30:00,7799,Eric Dinowitz,Eric Dinowitz,11,Affirmative,True,False,False
62,Int 0050-2024,anti_vendor,Approved by Council,2024-02-28 13:30:00,7794,Kevin C. Riley,Kevin C. Riley,12,Absent,False,False,False
63,Int 0050-2024,anti_vendor,Approved by Council,2024-02-28 13:30:00,7865,Kristy Marmorato,Kristy Marmorato,13,Affirmative,True,False,False
64,Int 0050-2024,anti_vendor,Approved by Council,2024-02-28 13:30:00,7808,Pierina Ana Sanchez,Pierina Ana Sanchez,14,Affirmative,True,False,False
65,Int 0050-2024,anti_vendor,Approved by Council,2024-02-28 13:30:00,7798,Oswald J. Feliz,Oswald J. Feliz,15,Affirmative,True,False,False
66,Int 0050-2024,anti_vendor,Approved by Council,2024-02-28 13:30:00,7809,Althea V.  Stevens,Althea V.  Stevens,16,Affirmative,True,False,False
67,Int 0050-2024,anti_vendor,Approved by Council,2024-02-28 13:30:00,7714,"Rafael Salamanca, Jr.","Rafael Salamanca, Jr.",17,Affirmative,True,False,False
68,Int 0050-2024,anti_vendor,Approved by Council,2024-02-28 13:30:00,7810,Amanda C. Farías,Amanda C. Farías,18,Affirmative,True,False,False
69,Int 0050-2024,anti_vendor,Approved by Council,2024-02-28 13:30:00,7811,Vickie Paladino,Vickie Paladino,19,Affirmative,True,False,False
70,Int 0050-2024,anti_vendor,Approved by Council,2024-02-28 13:30:00,7812,Sandra Ung,Sandra Ung,20,Affirmative,True,False,False
71,Int 0050-2024,anti_vendor,Approved by Council,2024-02-28 13:30:00,7745,Francisco P. Moya,Francisco P. Moya,21,Affirmative,True,False,False
72,Int 0050-2024,anti_vendor,Approved by Council,2024-02-28 13:30:00,7813,Tiffany L. Cabán,Tiffany L. Cabán,22,Affirmative,True,False,False
73,Int 0050-2024,anti_vendor,Approved by Council,2024-02-28 13:30:00,7814,Linda Lee,Linda Lee,23,Affirmative,True,False,False
74,Int 0050-2024,anti_vendor,Approved by Council,2024-02-28 13:30:00,5273,James F. Gennaro,James F. Gennaro,24,Affirmative,True,False,False
75,Int 0050-2024,anti_vendor,Approved by Council,2024-02-28 13:30:00,7815,Shekar Krishnan,Shekar Krishnan,25,Affirmative,True,False,False
76,Int 0050-2024,anti_vendor,Approved by Council,2024-02-28 13:30:00,7816,Julie Won,Julie Won,26,Parental ,False,False,False
77,Int 0050-2024,anti_vendor,Approved by Council,2024-02-28 13:30:00,7817,Nantasha M. Williams,Nantasha M. Williams,27,Affirmative,True,False,False
78,Int 0050-2024,anti_vendor,Approved by Council,2024-02-28 13:30:00,7739,Adrienne E. Adams,Adrienne E. Adams,28,Affirmative,True,False,False
79,Int 0050-2024,anti_vendor,Approved by Council,2024-02-28 13:30:00,7818,Lynn C. Schulman,Lynn C. Schulman,29,Affirmative,True,False,False
80,Int 0050-2024,anti_vendor,Approved by Council,2024-02-28 13:30:00,7746,Robert F. Holden,Robert F. Holden,30,Affirmative,True,False,False
81,Int 0050-2024,anti_vendor,Approved by Council,2024-02-28 13:30:00,7796,Selvena N. Brooks-Powers,Selvena N. Brooks-Powers,31,Absent,False,False,False
82,Int 0050-2024,anti_vendor,Approved by Council,2024-02-28 13:30:00,7819,Joann Ariola ,Joann Ariola ,32,Affirmative,True,False,False
83,Int 0050-2024,anti_vendor,Approved by Council,2024-02-28 13:30:00,7820,Lincoln Restler,Lincoln Restler,33,Affirmative,True,False,False
84,Int 0050-2024,anti_vendor,Approved by Council,2024-02-28 13:30:00,7821,Jennifer Gutiérrez,Jennifer Gutiérrez,34,Affirmative,True,False,False
85,Int 0050-2024,anti_vendor,Approved by Council,2024-02-28 13:30:00,7822,Crystal Hudson,Crystal Hudson,35,Affirmative,True,False,False
86,Int 0050-2024,anti_vendor,Approved by Council,2024-02-28 13:30:00,7823,Chi A. Ossé,Chi A. Ossé,36,Affirmative,True,False,False
87,Int 0050-2024,anti_vendor,Approved by Council,2024-02-28 13:30:00,7824,Sandy Nurse,Sandy Nurse,37,Affirmative,True,False,False
88,Int 0050-2024,anti_vendor,Approved by Council,2024-02-28 13:30:00,7825,Alexa Avilés,Alexa Avilés,38,Affirmative,True,False,False
89,Int 0050-2024,anti_vendor,Approved by Council,2024-02-28 13:30:00,7826,Shahana K. Hanif,Shahana K. Hanif,39,Affirmative,True,False,False
90,Int 0050-2024,anti_vendor,Approved by Council,2024-02-28 13:30:00,7827,Rita C. Joseph,Rita C. Joseph,40,Affirmative,True,False,False
91,Int 0050-2024,anti_vendor,Approved by Council,2024-02-28 13:30:00,6272,Darlene Mealy,Darlene Mealy,41,Absent,False,False,False
92,Int 0050-2024,anti_vendor,Approved by Council,2024-02-28 13:30:00,7864,Chris Banks,Chris Banks,42,Affirmative,True,False,False
93,Int 0050-2024,anti_vendor,Approved by Council,2024-02-28 13:30:00,7867,Susan Zhuang,Susan Zhuang,43,Affirmative,True,False,False
94,Int 0050-2024,anti_vendor,Approved by Council,2024-02-28 13:30:00,7749,Kalman Yeger ,Kalman Yeger ,44,Affirmative,True,False,False
95,Int 0050-2024,anti_vendor,Approved by Council,2024-02-28 13:30:00,7785,Farah N. Louis,Farah N. Louis,45,Affirmative,True,False,False
96,Int 0050-2024,anti_vendor,Approved by Council,2024-02-28 13:30:00,7829,Mercedes Narcisse,Mercedes Narcisse,46,Affirmative,True,False,False
97,Int 0050-2024,anti_vendor,Approved by Council,2024-02-28 13:30:00,7748,Justin L. Brannan,Justin L. Brannan,47,Affirmative,True,False,False
98,Int 0050-2024,anti_vendor,Approved by Council,2024-02-28 13:30:00,7831,Inna Vernikov,Inna Vernikov,48,Affirmative,True,False,False
99,Int 0050-2024,anti_vendor,Approved by Council,2024-02-28 13:30:00,7832,Kamillah Hanks,Kamillah Hanks,49,Absent,False,False,False
100,Int 0050-2024,anti_vendor,Approved by Council,2024-02-28 13:30:00,7833,David M. Carr,David M. Carr,50,Affirmative,True,False,False
101,Int 0050-2024,anti_vendor,Approved by Council,2024-02-28 13:30:00,7264,Joseph C. Borelli,Joseph C. Borelli,51,Affirmative,True,False,False
102,Int 0408-2024,pro_vendor,Approved by Council,2025-12-18 13:30:00,7801,Christopher Marte,Christopher Marte,1,Affirmative,True,False,True
103,Int 0408-2024,pro_vendor,Approved by Council,2025-12-18 13:30:00,7893,Harvey D. Epstein,Harvey D. Epstein,2,Affirmative,True,False,True
104,Int 0408-2024,pro_vendor,Approved by Council,2025-12-18 13:30:00,7802,Erik D. Bottcher,Erik D. Bottcher,3,Affirmative,True,False,True
105,Int 0408-2024,pro_vendor,Approved by Council,2025-12-18 13:30:00,7741,Keith Powers ,Keith Powers ,4,Affirmative,True,False,True
106,Int 0408-2024,pro_vendor,Approved by Council,2025-12-18 13:30:00,7803,Julie Menin,Julie Menin,5,Affirmative,True,False,True
107,Int 0408-2024,pro_vendor,Approved by Council,2025-12-18 13:30:00,5259,Gale A. Brewer,Gale A. Brewer,6,Affirmative,True,False,True
108,Int 0408-2024,pro_vendor,Approved by Council,2025-12-18 13:30:00,7804,Shaun Abreu,Shaun Abreu,7,Affirmative,True,False,True
109,Int 0408-2024,pro_vendor,Approved by Council,2025-12-18 13:30:00,7742,Diana I. Ayala,Diana I. Ayala,8,Affirmative,True,False,True
110,Int 0408-2024,pro_vendor,Approved by Council,2025-12-18 13:30:00,7866,Yusef Salaam,Yusef Salaam,9,Affirmative,True,False,True
111,Int 0408-2024,pro_vendor,Approved by Council,2025-12-18 13:30:00,7806,Carmen N. De La Rosa,Carmen N. De La Rosa,10,Affirmative,True,False,True
112,Int 0408-2024,pro_vendor,Approved by Council,2025-12-18 13:30:00,7799,Eric Dinowitz,Eric Dinowitz,11,Affirmative,True,False,True
113,Int 0408-2024,pro_vendor,Approved by Council,2025-12-18 13:30:00,7794,Kevin C. Riley,Kevin C. Riley,12,Affirmative,True,False,True
114,Int 0408-2024,pro_vendor,Approved by Council,2025-12-18 13:30:00,7865,Kristy Marmorato,Kristy Marmorato,13,Affirmative,True,False,True
115,Int 0408-2024,pro_vendor,Approved by Council,2025-12-18 13:30:00,7808,Pierina Ana Sanchez,Pierina Ana Sanchez,14,Affirmative,True,False,True
116,Int 0408-2024,pro_vendor,Approved by Council,2025-12-18 13:30:00,7798,Oswald J. Feliz,Oswald J. Feliz,15,Affirmative,True,False,True
117,Int 0408-2024,pro_vendor,Approved by Council,2025-12-18 13:30:00,7809,Althea V.  Stevens,Althea V.  Stevens,16,Affirmative,True,False,True
118,Int 0408-2024,pro_vendor,Approved by Council,2025-12-18 13:30:00,7714,"Rafael Salamanca, Jr.","Rafael Salamanca, Jr.",17,Affirmative,True,False,True
119,Int 0408-2024,pro_vendor,Approved by Council,2025-12-18 13:30:00,7810,Amanda C. Farías,Amanda C. Farías,18,Affirmative,True,False,True
120,Int 0408-2024,pro_vendor,Approved by Council,2025-12-18 13:30:00,7811,Vickie Paladino,Vickie Paladino,19,Affirmative,True,False,True
121,Int 0408-2024,pro_vendor,Approved by Council,2025-12-18 13:30:00,7812,Sandra Ung,Sandra Ung,20,Affirmative,True,False,True
122,Int 0408-2024,pro_vendor,Approved by Council,2025-12-18 13:30:00,7745,Francisco P. Moya,Francisco P. Moya,21,Affirmative,True,False,True
123,Int 0408-2024,pro_vendor,Approved by Council,2025-12-18 13:30:00,7813,Tiffany L. Cabán,Tiffany L. Cabán,22,Affirmative,True,False,True
124,Int 0408-2024,pro_vendor,Approved by Council,2025-12-18 13:30:00,7814,Linda Lee,Linda Lee,23,Affirmative,True,False,True
125,Int 0408-2024,pro_vendor,Approved by Council,2025-12-18 13:30:00,5273,James F. Gennaro,James F. Gennaro,24,Affirmative,True,False,True
126,Int 0408-2024,pro_vendor,Approved by Council,2025-12-18 13:30:00,7815,Shekar Krishnan,Shekar Krishnan,25,Affirmative,True,False,True
127,Int 0408-2024,pro_vendor,Approved by Council,2025-12-18 13:30:00,7816,Julie Won,Julie Won,26,Affirmative,True,False,True
128,Int 0408-2024,pro_vendor,Approved by Council,2025-12-18 13:30:00,7817,Nantasha M. Williams,Nantasha M. Williams,27,Affirmative,True,False,True
129,Int 0408-2024,pro_vendor,Approved by Council,2025-12-18 13:30:00,7739,Adrienne E. Adams,Adrienne E. Adams,28,Affirmative,True,False,True
130,Int 0408-2024,pro_vendor,Approved by Council,2025-12-18 13:30:00,7818,Lynn C. Schulman,Lynn C. Schulman,29,Affirmative,True,False,True
131,Int 0408-2024,pro_vendor,Approved by Council,2025-12-18 13:30:00,7746,Robert F. Holden,Robert F. Holden,30,Affirmative,True,False,True
132,Int 0408-2024,pro_vendor,Approved by Council,2025-12-18 13:30:00,7796,Selvena N. Brooks-Powers,Selvena N. Brooks-Powers,31,Affirmative,True,False,True
133,Int 0408-2024,pro_vendor,Approved by Council,2025-12-18 13:30:00,7819,Joann Ariola ,Joann Ariola ,32,Affirmative,True,False,True
134,Int 0408-2024,pro_vendor,Approved by Council,2025-12-18 13:30:00,7820,Lincoln Restler,Lincoln Restler,33,Affirmative,True,False,True
135,Int 0408-2024,pro_vendor,Approved by Council,2025-12-18 13:30:00,7821,Jennifer Gutiérrez,Jennifer Gutiérrez,34,Affirmative,True,False,True
136,Int 0408-2024,pro_vendor,Approved by Council,2025-12-18 13:30:00,7822,Crystal Hudson,Crystal Hudson,35,Affirmative,True,False,True
137,Int 0408-2024,pro_vendor,Approved by Council,2025-12-18 13:30:00,7823,Chi A. Ossé,Chi A. Ossé,36,Affirmative,True,False,True
138,Int 0408-2024,pro_vendor,Approved by Council,2025-12-18 13:30:00,7824,Sandy Nurse,Sandy Nurse,37,Affirmative,True,False,True
139,Int 0408-2024,pro_vendor,Approved by Council,2025-12-18 13:30:00,7825,Alexa Avilés,Alexa Avilés,38,Affirmative,True,False,True
140,Int 0408-2024,pro_vendor,Approved by Council,2025-12-18 13:30:00,7826,Shahana K. Hanif,Shahana K. Hanif,39,Affirmative,True,False,True
141,Int 0408-2024,pro_vendor,Approved by Council,2025-12-18 13:30:00,7827,Rita C. Joseph,Rita C. Joseph,40,Affirmative,True,False,True
142,Int 0408-2024,pro_vendor,Approved by Council,2025-12-18 13:30:00,6272,Darlene Mealy,Darlene Mealy,41,Negative,False,True,False
143,Int 0408-2024,pro_vendor,Approved by Council,2025-12-18 13:30:00,7864,Chris Banks,Chris Banks,42,Affirmative,True,False,True
144,Int 0408-2024,pro_vendor,Approved by Council,2025-12-18 13:30:00,7867,Susan Zhuang,Susan Zhuang,43,Absent,False,False,False
145,Int 0408-2024,pro_vendor,Approved by Council,2025-12-18 13:30:00,5289,Simcha Felder,Simcha Felder,44,Affirmative,True,False,True
146,Int 0408-2024,pro_vendor,Approved by Council,2025-12-18 13:30:00,7785,Farah N. Louis,Farah N. Louis,45,Affirmative,True,False,True
147,Int 0408-2024,pro_vendor,Approved by Council,2025-12-18 13:30:00,7829,Mercedes Narcisse,Mercedes Narcisse,46,Affirmative,True,False,True
148,Int 0408-2024,pro_vendor,Approved by Council,2025-12-18 13:30:00,7748,Justin L. Brannan,Justin L. Brannan,47,Affirmative,True,False,True
149,Int 0408-2024,pro_vendor,Approved by Council,2025-12-18 13:30:00,7831,Inna Vernikov,Inna Vernikov,48,Affirmative,True,False,True
150,Int 0408-2024,pro_vendor,Approved by Council,2025-12-18 13:30:00,7832,Kamillah Hanks,Kamillah Hanks,49,Absent,False,False,False
151,Int 0408-2024,pro_vendor,Approved by Council,2025-12-18 13:30:00,7833,David M. Carr,David M. Carr,50,Absent,False,False,False
152,Int 0408-2024,pro_vendor,Approved by Council,2025-12-18 13:30:00,7887,Frank Morano,Frank Morano,51,Affirmative,True,False,True
153,Int 0431-2024,pro_vendor,Approved by Council,2025-12-18 13:30:00,7801,Christopher Marte,Christopher Marte,1,Affirmative,True,False,True
154,Int 0431-2024,pro_vendor,Approved by Council,2025-12-18 13:30:00,7893,Harvey D. Epstein,Harvey D. Epstein,2,Affirmative,True,False,True
155,Int 0431-2024,pro_vendor,Approved by Council,2025-12-18 13:30:00,7802,Erik D. Bottcher,Erik D. Bottcher,3,Affirmative,True,False,True
156,Int 0431-2024,pro_vendor,Approved by Council,2025-12-18 13:30:00,7741,Keith Powers ,Keith Powers ,4,Affirmative,True,False,True
157,Int 0431-2024,pro_vendor,Approved by Council,2025-12-18 13:30:00,7803,Julie Menin,Julie Menin,5,Affirmative,True,False,True
158,Int 0431-2024,pro_vendor,Approved by Council,2025-12-18 13:30:00,5259,Gale A. Brewer,Gale A. Brewer,6,Affirmative,True,False,True
159,Int 0431-2024,pro_vendor,Approved by Council,2025-12-18 13:30:00,7804,Shaun Abreu,Shaun Abreu,7,Affirmative,True,False,True
160,Int 0431-2024,pro_vendor,Approved by Council,2025-12-18 13:30:00,7742,Diana I. Ayala,Diana I. Ayala,8,Affirmative,True,False,True
161,Int 0431-2024,pro_vendor,Approved by Council,2025-12-18 13:30:00,7866,Yusef Salaam,Yusef Salaam,9,Affirmative,True,False,True
162,Int 0431-2024,pro_vendor,Approved by Council,2025-12-18 13:30:00,7806,Carmen N. De La Rosa,Carmen N. De La Rosa,10,Affirmative,True,False,True
163,Int 0431-2024,pro_vendor,Approved by Council,2025-12-18 13:30:00,7799,Eric Dinowitz,Eric Dinowitz,11,Affirmative,True,False,True
164,Int 0431-2024,pro_vendor,Approved by Council,2025-12-18 13:30:00,7794,Kevin C. Riley,Kevin C. Riley,12,Affirmative,True,False,True
165,Int 0431-2024,pro_vendor,Approved by Council,2025-12-18 13:30:00,7865,Kristy Marmorato,Kristy Marmorato,13,Negative,False,True,False
166,Int 0431-2024,pro_vendor,Approved by Council,2025-12-18 13:30:00,7808,Pierina Ana Sanchez,Pierina Ana Sanchez,14,Affirmative,True,False,True
167,Int 0431-2024,pro_vendor,Approved by Council,2025-12-18 13:30:00,7798,Oswald J. Feliz,Oswald J. Feliz,15,Affirmative,True,False,True
168,Int 0431-2024,pro_vendor,Approved by Council,2025-12-18 13:30:00,7809,Althea V.  Stevens,Althea V.  Stevens,16,Affirmative,True,False,True
169,Int 0431-2024,pro_vendor,Approved by Council,2025-12-18 13:30:00,7714,"Rafael Salamanca, Jr.","Rafael Salamanca, Jr.",17,Affirmative,True,False,True
170,Int 0431-2024,pro_vendor,Approved by Council,2025-12-18 13:30:00,7810,Amanda C. Farías,Amanda C. Farías,18,Affirmative,True,False,True
171,Int 0431-2024,pro_vendor,Approved by Council,2025-12-18 13:30:00,7811,Vickie Paladino,Vickie Paladino,19,Negative,False,True,False
172,Int 0431-2024,pro_vendor,Approved by Council,2025-12-18 13:30:00,7812,Sandra Ung,Sandra Ung,20,Negative,False,True,False
173,Int 0431-2024,pro_vendor,Approved by Council,2025-12-18 13:30:00,7745,Francisco P. Moya,Francisco P. Moya,21,Affirmative,True,False,True
174,Int 0431-2024,pro_vendor,Approved by Council,2025-12-18 13:30:00,7813,Tiffany L. Cabán,Tiffany L. Cabán,22,Affirmative,True,False,True
175,Int 0431-2024,pro_vendor,Approved by Council,2025-12-18 13:30:00,7814,Linda Lee,Linda Lee,23,Affirmative,True,False,True
176,Int 0431-2024,pro_vendor,Approved by Council,2025-12-18 13:30:00,5273,James F. Gennaro,James F. Gennaro,24,Affirmative,True,False,True
177,Int 0431-2024,pro_vendor,Approved by Council,2025-12-18 13:30:00,7815,Shekar Krishnan,Shekar Krishnan,25,Affirmative,True,False,True
178,Int 0431-2024,pro_vendor,Approved by Council,2025-12-18 13:30:00,7816,Julie Won,Julie Won,26,Affirmative,True,False,True
179,Int 0431-2024,pro_vendor,Approved by Council,2025-12-18 13:30:00,7817,Nantasha M. Williams,Nantasha M. Williams,27,Affirmative,True,False,True
180,Int 0431-2024,pro_vendor,Approved by Council,2025-12-18 13:30:00,7739,Adrienne E. Adams,Adrienne E. Adams,28,Affirmative,True,False,True
181,Int 0431-2024,pro_vendor,Approved by Council,2025-12-18 13:30:00,7818,Lynn C. Schulman,Lynn C. Schulman,29,Affirmative,True,False,True
182,Int 0431-2024,pro_vendor,Approved by Council,2025-12-18 13:30:00,7746,Robert F. Holden,Robert F. Holden,30,Negative,False,True,False
183,Int 0431-2024,pro_vendor,Approved by Council,2025-12-18 13:30:00,7796,Selvena N. Brooks-Powers,Selvena N. Brooks-Powers,31,Affirmative,True,False,True
184,Int 0431-2024,pro_vendor,Approved by Council,2025-12-18 13:30:00,7819,Joann Ariola ,Joann Ariola ,32,Negative,False,True,False
185,Int 0431-2024,pro_vendor,Approved by Council,2025-12-18 13:30:00,7820,Lincoln Restler,Lincoln Restler,33,Affirmative,True,False,True
186,Int 0431-2024,pro_vendor,Approved by Council,2025-12-18 13:30:00,7821,Jennifer Gutiérrez,Jennifer Gutiérrez,34,Affirmative,True,False,True
